District,PropertyType,Rooms,Furnished,Shareable,PetsAllowed,Elevator,SeniorFriendly,StudentOnly,Balcony,Parking,Size,Floor,RentalPeriod,AvailableFrom,MonthlyNetRent,Utilities,Deposit,PrepaidRent,MoveInPrice
"Bredgade,8740 Brædstrup",Apartment,3,False,False,False,False,False,False,False,False,108,1,,As soon as possible,6399,700,19197,6399,32695
"Vestergade,9800 Hjørring",Apartment,1,False,False,True,False,False,False,False,False,37,1,,As soon as possible,2901,350,0,0,11954
"Nørgårdsvej,9881 Bindslev",House,2,False,True,False,False,False,False,False,False,67,0,,As soon as possible,5356,0,0,0,21516
"Hillerødvej,3300 Frederiksværk",Apartment,2,False,False,False,False,False,False,False,False,84,1,,As soon as possible,6900,2000,20700,6900,36500
"Ny Allegade,6100 Haderslev",Apartment,3,False,False,False,False,False,False,False,True,120,1,,As soon as possible,6600,900,19800,0,27300
"Holsteinsgade,2100 København",Apartment,3,True,True,False,False,False,False,True,False,89,4,,1 October 2021,14000,1500,14000,0,29500
"Strubjerg,9400 Aalborg",Apartment,4,False,True,False,False,True,False,True,True,98,0,,As soon as possible,6500,650,19500,0,26650
"Rundhøj Allé,8270 Aarhus",Apartment,3,False,True,True,True,False,False,True,True,65,1,,1 December 2021,7899,598,23697,7899,40093
"Boller Slotsvej,8700 Horsens",Apartment,2,False,False,False,False,False,False,False,False,114,0,,As soon as possible,7200,850,21600,0,29650
"Møgelvang,8800 Viborg",House,3,False,False,False,False,False,False,False,True,99,0,,1 December 2021,5500,0,16500,5500,27500
"Nørrebrogade,2200 København",Room,1,False,True,False,True,False,False,False,False,13,5,,As soon as possible,6650,0,19950,6650,33250
"Gothersgade,8800 Viborg",Apartment,3,False,False,True,False,False,False,False,False,81,0,,1 December 2021,6050,900,18150,3025,28125
"Kystvejen,9560 Hadsund",Apartment,3,False,False,True,False,False,False,True,True,120,0,,1 December 2021,5000,0,15000,0,20000
"Kystvejen,9560 Hadsund",Apartment,3,False,False,True,False,False,False,True,True,120,0,,1 December 2021,5000,0,15000,0,20000
"Broloftet,8240 Aarhus",Apartment,4,False,True,True,True,True,False,False,True,92,0,,1 December 2021,11675,450,35025,0,47150
"Boller Slotsvej,8700 Horsens",Apartment,4,False,False,False,False,False,False,False,False,319,1,,1 December 2021,19000,1700,57000,0,77700
"Horsensvej,8653 Them",Apartment,3,False,False,False,False,False,False,True,True,104,1,,15 December 2021,6900,0,20700,0,27600
"Risingsvej,5240 Odense",Apartment,2,False,False,False,True,False,False,True,True,74,6,,As soon as possible,5075,400,15225,5075,25775
"Vestergade,8800 Viborg",Apartment,3,False,False,False,False,False,False,True,True,82,2,,As soon as possible,6299,0,18897,0,25196
"Røsnæsvej,4400 Kalundborg",House,4,True,False,False,False,False,False,False,False,168,0,,As soon as possible,9750,0,0,9750,19500
"Nørre Voldgade,1358 København",Apartment,3,False,True,False,True,True,False,True,False,112,5,,As soon as possible,18000,1270,54000,18000,91270
"Strubjerg,9400 Aalborg",Apartment,3,False,True,True,False,False,False,True,True,76,2,,As soon as possible,6000,500,13000,6500,26000
"Nørre Voldgade,1358 København",Apartment,3,False,True,False,True,True,False,True,False,112,3,,As soon as possible,17200,1270,51600,17200,87270
"Algade,5592 Ejby",Apartment,3,True,True,True,False,False,False,False,False,66,0,,As soon as possible,6300,600,18900,0,25800
"Slotsvej,4300 Holbæk",Apartment,4,False,False,False,False,False,False,False,False,96,0,,1 October 2021,9500,1300,28500,28500,67800
"Linåbakken,8600 Silkeborg",Townhouse,4,False,True,True,False,False,False,False,False,97,0,,1 November 2021,7107,315,0,0,29926
"Vestergade,9400 Aalborg",Apartment,3,False,True,False,False,False,False,False,False,89,2,,1 January 2022,6500,700,18600,0,25800
"Perlegade,6400 Sønderborg",Apartment,5,False,False,False,False,False,False,False,False,140,1,,1 December 2021,11000,1400,33000,0,45400
"Kristrupvej,8960 Randers",Apartment,2,False,False,False,False,False,False,False,False,56,3,,As soon as possible,3695,750,11085,3695,19225
"Søren Møllersgade,8900 Randers",Apartment,2,False,True,False,False,False,False,False,False,44,1,,1 December 2021,3696,450,11090,3696,18932
"Prins Christiansgade,8900 Randers",Apartment,3,False,True,False,False,False,False,False,False,87,1,,15 October 2021,6563,700,19690,6563,33516
"Steen Blichersgade,8900 Randers",Apartment,3,False,True,False,False,False,False,False,False,69,0,,15 October 2021,5170,500,15512,5170,26352
"Slyngborggade,8900 Randers",Apartment,2,False,True,False,False,False,False,False,False,72,0,,15 October 2021,5289,500,15869,5289,26947
"Svendsgade,9000 Aalborg",Apartment,4,False,True,False,False,False,False,False,True,96,2,,1 October 2021,7485,500,22455,7485,37925
"Ny Grejsdalsvej,7100 Vejle",Apartment,3,False,False,True,False,False,False,False,False,87,1,,1 November 2021,6616,781,0,0,28580
"Finlandsvej,7100 Vejle",Apartment,3,False,False,True,False,False,False,False,False,105,1,,As soon as possible,6973,755,0,0,32824
"Stationsvej,7800 Skive",Townhouse,2,False,False,True,False,False,False,False,False,65,0,,1 December 2021,4799,0,0,0,19499
"Strandby Plads,6700 Esbjerg",Apartment,4,False,True,True,False,False,False,True,False,108,0,,1 December 2021,8100,500,24300,0,32900
"Utzonsgade,6000 Kolding",Apartment,3,False,False,False,False,False,False,False,False,107,2,,As soon as possible,7500,900,22500,7500,38400
"Svendsgade,9000 Aalborg",Apartment,2,False,False,True,False,False,False,False,False,64,-1,,1 December 2021,4995,500,14985,4995,25475
"Søndergade,6000 Kolding",Apartment,2,False,False,False,False,False,False,False,False,59,2,,1 November 2021,5000,500,15000,0,20500
"Stevnsgade,2200 København",Room,1,True,False,False,False,False,False,True,False,18,3,,As soon as possible,5800,0,12000,0,17800
"Birkevej,8240 Aarhus",Room,1,False,False,False,False,False,False,True,True,30,1,,As soon as possible,4150,0,4150,8300,16600
"Langelandsgade,9000 Aalborg",Apartment,3,False,True,False,False,False,False,False,False,62,2,,As soon as possible,6000,850,18000,6000,30850
"Bredstrupsgade,8900 Randers",Apartment,2,False,False,False,False,True,False,True,True,70,0,,As soon as possible,4900,850,14700,4900,25350
"Vestervangsvej,8800 Viborg",Apartment,4,False,True,False,True,True,False,True,True,109,1,,As soon as possible,7300,950,21900,0,30150
"Jørgen Pedersens Vej,6700 Esbjerg",Apartment,4,False,True,False,False,False,False,False,False,96,2,,As soon as possible,6775,1200,20325,0,28300
"Strandvejen,5500 Middelfart",House,9,False,False,True,False,False,False,False,False,471,0,,1 October 2021,21900,0,65700,65700,153300
"Dr Sells Vej,4293 Dianalund",House,5,False,False,False,False,False,False,False,False,119,0,,As soon as possible,9500,0,28500,9500,47500
"Østervold,8900 Randers",Apartment,2,False,False,False,False,False,False,False,False,51,0,,As soon as possible,4200,550,12600,8400,25750
"Strømgade,9330 Dronninglund",Apartment,5,False,True,False,False,False,False,False,False,109,1,,As soon as possible,4500,1400,13500,0,19400
"Floridavej,2300 København",Apartment,3,False,True,False,False,False,False,False,False,75,0,,As soon as possible,8500,0,16000,0,24500
"Strøby Bygade,4671 Strøby",Townhouse,3,False,False,False,False,False,False,False,True,104,0,,1 October 2021,8000,0,8000,0,16000
"Amtsvejen,8981 Spentrup",Apartment,3,False,False,True,False,False,False,False,True,78,1,,1 December 2021,4659,800,13977,4659,24095
"Skt. Jørgens Gade,5000 Odense",Apartment,2,False,False,True,False,False,False,False,False,62,0,,As soon as possible,5800,0,17400,0,23200
"Udbygade,2200 København",Room,1,True,False,False,False,False,False,False,True,15,1,,As soon as possible,5000,500,0,0,5500
"Kammervej,9870 Sindal",House,4,False,False,False,False,False,False,False,False,107,0,,1 December 2021,4500,0,13500,0,18000
"Havnestræde,7700 Thisted",Apartment,4,False,True,False,False,False,False,False,True,130,1,,1 October 2021,5500,0,16500,0,22000
"Hovedgaden,7752 Snedsted",Apartment,5,False,True,True,False,False,False,False,True,150,1,,As soon as possible,4800,1200,14400,0,20400
"Dyrkøb,1166 København",Apartment,5,True,False,False,False,False,False,False,False,155,3,,As soon as possible,23000,2100,69000,0,94100
"Exnersgade,6700 Esbjerg",House,2,False,False,False,False,False,False,False,False,72,0,,As soon as possible,6175,600,18525,0,25300
"Østre Havnepark,9000 Aalborg",Apartment,2,False,True,True,True,True,False,True,True,56,10,,15 November 2021,7200,500,21600,7200,36500
"Østre Havnepark,9000 Aalborg",Apartment,2,False,True,True,True,True,False,True,True,56,6,,15 November 2021,6950,500,20850,6950,35250
"Sanatorievej,8600 Silkeborg",Apartment,3,False,True,False,False,False,False,False,False,65,2,,As soon as possible,6700,900,20100,0,27700
"Bagsværdvej,2880 Bagsværd",Apartment,3,False,False,False,True,True,False,True,False,103,2,,1 November 2021,11670,666,35010,35010,82356
"Østre Havnepark,9000 Aalborg",Apartment,2,False,True,True,True,True,False,True,True,71,1,,15 November 2021,7500,500,22500,7500,38000
"Nyvej,8920 Randers",Apartment,2,False,False,False,False,False,False,False,True,63,1,,As soon as possible,3820,500,11460,0,15780
"Nonnebakken,7080 Børkop",Townhouse,3,False,True,True,False,True,False,False,True,68,0,,1 October 2022,6795,0,20385,0,27180
"Nonnebakken,7080 Børkop",Townhouse,3,False,True,True,False,True,False,False,True,78,0,,15 July 2022,7475,0,22425,0,29900
"Kronprinsessegade,1306 København",Apartment,4,True,False,False,False,False,False,False,False,124,4,,1 October 2021,17500,0,52500,0,70000
"Julerosevej,7500 Holstebro",Townhouse,3,False,True,True,False,True,False,False,True,80,0,,1 September 2022,8095,0,24285,0,32380
"Østre Havnepark,9000 Aalborg",Apartment,2,False,True,True,True,True,False,True,True,74,1,,15 November 2021,8600,500,25800,8600,43500
"Finsensvej,2000 København",Apartment,1,False,False,False,False,False,False,False,False,29,2,,As soon as possible,7450,450,22350,7450,37700
"Østre Havnepark,9000 Aalborg",Apartment,2,False,True,True,True,True,False,True,True,63,7,,15 November 2021,7750,500,23250,7750,39250
"Skovbrynet,2800 Kongens Lyngby",Apartment,1,False,False,False,True,False,False,True,False,51,1,,1 October 2021,11400,604,34200,11400,57604
"Engstien,6000 Kolding",Apartment,2,False,False,False,True,False,False,True,True,70,3,,As soon as possible,8200,759,24600,8200,41759
"Haderslevvej,6000 Kolding",Apartment,3,False,True,False,True,True,False,True,True,99,30,,1 December 2021,9100,800,27300,0,37200
"Østre Havnepark,9000 Aalborg",Apartment,2,False,True,True,True,True,False,True,True,78,10,,15 November 2021,9950,500,29850,9950,50250
"Søndre Fasanvej,2500 København",Apartment,3,False,False,False,False,False,False,True,False,91,5,,As soon as possible,15167,800,45501,15167,76635
"Østre Havnepark,9000 Aalborg",Apartment,2,False,True,True,True,True,False,True,True,54,7,,15 November 2021,6800,500,20400,6800,34500
"Bryggergade,2100 København",Apartment,2,False,False,True,True,True,False,False,False,109,3,,1 December 2021,12125,1325,36375,36375,86200
"Farum Hovedgade,3520 Farum",Apartment,4,False,False,False,True,True,False,True,True,151,2,,20 December 2021,24200,1200,72600,72600,170600
"Farum Hovedgade,3520 Farum",Apartment,3,False,False,False,True,True,False,True,True,94,1,,20 December 2021,14950,1000,44850,44850,105650
"Rolighedsvej,9500 Hobro",House,3,False,False,False,False,False,False,False,False,160,0,,1 October 2021,7000,350,21000,0,28350
"Tårnfalkevej,7100 Vejle",Townhouse,5,False,True,True,False,False,False,False,True,120,0,,1 October 2021,10500,0,31500,0,42000
"Østre Havnepark,9000 Aalborg",Apartment,2,False,True,True,True,True,False,True,True,56,6,,15 November 2021,6950,500,20850,6950,35250
"Gartnertorvet,5200 Odense",Apartment,3,False,True,False,True,False,False,False,True,104,5,,As soon as possible,9995,600,29985,9995,50575
"Gl. Bedstedvej,7755 Bedsted Thy",House,4,False,False,True,False,False,False,False,False,120,0,,1 October 2021,4900,800,14700,2400,22800
"Østre Havnepark,9000 Aalborg",Apartment,3,False,True,True,True,True,False,True,True,74,0,,15 November 2021,8500,500,8500,0,17500
"Valdemarsgade,7100 Vejle",Apartment,2,False,False,False,False,False,False,False,True,50,0,,15 October 2021,5599,600,16797,0,22996
"Gyngemose Parkvej,2860 Søborg",Apartment,4,False,True,True,True,True,False,True,True,96,4,,1 November 2021,12000,900,36000,12000,60900
"Munkensdam,6000 Kolding",Apartment,3,False,False,False,False,False,False,False,False,65,0,,As soon as possible,6000,900,18000,6000,30900
"Herluf Trolles Gade,9000 Aalborg",Apartment,2,False,False,True,False,False,False,False,False,62,1,,1 December 2021,5525,400,16575,5525,28025
"Søndergade,7850 Stoholm Jyll",Apartment,4,False,False,False,False,False,False,True,True,128,1,,As soon as possible,6400,800,19200,0,26400
"Torvegade,9870 Sindal",Apartment,3,False,False,False,False,False,False,False,True,95,2,,As soon as possible,5100,0,15300,0,20400
"Finsensvej,2000 København",Apartment,1,False,False,False,False,False,False,False,False,28,2,,As soon as possible,7450,450,22350,7450,37700
"Foldegade,7100 Vejle",Apartment,3,False,False,False,False,False,False,False,False,75,2,,15 October 2021,5300,450,15900,15900,37550
"Finsensvej,2000 København",Apartment,1,False,False,False,False,False,False,False,False,29,2,,As soon as possible,7450,450,22350,7450,37700
"Østre Havnepark,9000 Aalborg",Apartment,3,False,True,True,True,True,False,True,True,78,0,,15 November 2021,7800,500,7800,0,16100
"Stampesvej,7100 Vejle",Apartment,3,False,False,False,False,False,False,True,False,90,0,,As soon as possible,8000,700,8200,0,16900
"Nørregade,6740 Bramming",Apartment,3,False,False,False,False,False,False,False,False,70,0,,1 December 2021,6400,750,19200,0,26350
"Danmarksgade,6700 Esbjerg",Apartment,3,False,False,True,False,False,False,True,False,104,1,,As soon as possible,6300,550,18900,0,25750
"Grønnegade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,75,3,,1 December 2021,5800,600,17400,0,23800
"Bronzealdervej,8210 Aarhus",Apartment,1,False,False,False,False,False,False,False,False,32,0,,1 December 2021,3975,557,11925,11925,28382
"Nørregade,6740 Bramming",Apartment,2,False,False,False,False,False,False,False,False,55,1,,15 October 2021,5500,750,16500,0,22750
"Bronzealdervej,8210 Aarhus",Apartment,1,False,False,False,False,False,False,False,False,32,0,,As soon as possible,3975,557,11925,11925,28382
"Ørnevej,2400 København",Apartment,3,False,True,False,True,True,False,True,False,91,1,,As soon as possible,12740,799,38220,12740,64499
"Boyesgade,8800 Viborg",Apartment,2,False,False,False,False,False,False,False,False,65,2,,15 November 2021,4450,800,13350,0,18600
"Fyensgade,9000 Aalborg",Apartment,3,False,False,False,False,False,False,True,False,80,3,,1 December 2021,7495,730,22485,0,30710
"Søndergade,9000 Aalborg",Apartment,3,False,False,False,False,False,False,False,False,99,2,,15 October 2021,7795,950,23385,0,32130
"Vesterbro,9000 Aalborg",Apartment,3,False,False,False,True,False,False,True,False,109,5,,1 November 2021,8495,875,25485,8495,43350
"Søgræsvej,6400 Sønderborg",Apartment,3,False,True,False,False,False,False,False,False,89,2,,1 November 2021,5015,0,0,0,24240
"Finsensvej,2000 København",Apartment,1,False,False,False,False,False,False,False,False,29,1,,As soon as possible,7350,450,22050,7350,37200
"Finsensvej,2000 København",Apartment,2,False,False,False,False,False,False,False,False,39,1,,As soon as possible,10800,500,31800,10800,53900
"Vanløse Allé,2720 Vanløse",Apartment,1,False,False,False,False,False,False,False,False,31,2,,15 October 2021,7050,550,21150,7050,35800
"Vanløse Allé,2720 Vanløse",Apartment,1,False,False,False,False,False,False,False,False,31,2,,15 November 2021,7050,550,21150,7050,35800
"Rantzausbakke,8700 Horsens",Apartment,2,False,False,True,True,True,False,True,True,76,2,,15 December 2021,8000,250,24000,0,32250
"Gyvelvænget,2680 Solrød Strand",Apartment,4,False,False,True,False,False,False,False,False,135,0,,1 November 2021,14000,700,42000,0,56700
"Vintervej,8210 Aarhus",Apartment,2,False,False,False,False,False,False,False,False,50,1,,1 December 2021,6995,1000,20985,6695,35675
"Vintervej,8210 Aarhus",Apartment,2,False,False,True,False,False,False,False,False,52,0,,1 December 2021,7100,1000,21300,7100,36500
"Vesterbrogade,8000 Aarhus",Apartment,3,False,False,False,False,False,False,False,True,83,0,,1 October 2021,9900,600,29700,9900,50100
"Hadsundvej,9000 Aalborg",Apartment,2,False,False,True,False,False,False,False,True,45,2,,As soon as possible,3990,650,11970,0,16610
"Mellemgade,6950 Ringkøbing",Apartment,3,False,False,False,False,False,False,False,False,82,2,,1 October 2021,4900,950,14700,0,20550
"Tåsingegade,2100 København",Apartment,3,False,True,False,True,False,False,False,False,110,1,,As soon as possible,16000,1000,48000,16000,81000
"Vestergade,8620 Kjellerup",Apartment,2,False,False,True,True,False,False,False,False,93,2,,As soon as possible,5568,933,0,0,39874
"Børglumvej,7400 Herning",Apartment,4,False,True,True,False,False,False,False,False,124,0,,1 December 2021,6950,0,20850,0,27800
"Borgm. Jensens Allé,2100 København",Apartment,3,False,False,True,False,False,False,False,False,92,0,,1 January 2022,15900,750,47700,15900,80250
"Borgm. Jensens Allé,2100 København",Apartment,4,False,False,True,False,False,False,False,False,101,1,,1 January 2022,17500,1360,52500,17500,88860
"Serridslevvej,2100 København",Apartment,3,False,False,True,False,False,False,False,False,85,3,,1 January 2022,16600,787,49800,16600,83787
"Omøgade,2100 København",Apartment,3,False,True,False,False,False,False,False,False,79,4,,As soon as possible,14500,1000,43500,14500,73500
"Jernbanegade,9500 Hobro",Apartment,4,False,True,False,False,False,False,True,False,119,1,,As soon as possible,7800,988,23400,0,32188
"Englandsgade,6700 Esbjerg",Apartment,1,False,False,False,False,False,False,False,False,52,3,,1 December 2021,3600,450,10800,0,14850
"Charlotte Muncks Vej,2400 København",Room,1,False,True,False,False,False,False,True,True,13,1,,As soon as possible,5000,0,10000,0,15000
"Borgergade,6700 Esbjerg",Apartment,1,False,False,False,False,False,False,False,False,43,0,,1 December 2021,3700,450,11100,0,15250
"Paradisæblevej,2500 København",Room,1,False,False,False,True,False,False,True,False,16,3,,As soon as possible,4800,0,4800,4800,14400
"Østerbro,9000 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,58,2,,As soon as possible,4709,400,14127,0,19236
"Bakkegade,3400 Hillerød",Apartment,2,False,False,False,False,False,False,False,True,66,1,,1 November 2021,9500,500,28500,0,38500
"Søndergade,9900 Frederikshavn",Apartment,3,False,False,False,False,False,False,False,False,80,0,,As soon as possible,5700,1150,17100,0,23950
"Søndergade,9900 Frederikshavn",Apartment,3,False,False,False,False,False,False,False,False,80,0,,As soon as possible,5700,1150,17100,0,23950
"Skivevej,7451 Sunds",Apartment,2,False,False,False,False,False,False,False,True,70,0,,As soon as possible,5500,1000,11000,5500,23000
"Rugårdsvej,5000 Odense",Apartment,3,False,False,False,False,False,False,False,True,90,0,,As soon as possible,3500,0,10500,0,14000
"Fredericiagade,9000 Aalborg",Apartment,2,False,False,False,True,False,False,False,True,83,0,,As soon as possible,5995,800,17985,0,24780
"Dalgasgade,7400 Herning",Apartment,2,False,False,False,False,False,False,False,True,74,1,,As soon as possible,5550,500,16650,0,22700
"Niels Skousvej,7100 Vejle",Apartment,3,False,True,True,False,False,False,False,False,95,1,,As soon as possible,7200,800,14400,0,22400
"Robert Jacobsens Vej,2300 København",Apartment,2,False,True,True,True,False,False,True,False,74,2,,1 January 2022,11650,801,34950,11650,59051
"Prins Valdemars Alle,3450 Allerød",Apartment,4,False,False,False,False,False,False,False,False,131,2,,15 November 2021,15295,900,45885,15295,77375
"Rantzausbakke,8700 Horsens",Apartment,3,False,True,True,False,False,False,False,True,82,2,,15 December 2021,9000,250,27000,0,36250
"Rantzausbakke,8700 Horsens",Apartment,4,False,True,True,True,False,False,True,True,112,1,,1 December 2021,10000,0,30000,0,40000
"Bajonetten,7000 Fredericia",Apartment,2,True,False,False,False,False,False,True,False,61,3,,1 December 2021,8750,1250,10000,0,20000
"Robert Jacobsens Vej,2300 København",Apartment,2,False,False,True,True,False,False,True,False,74,2,,31 December 2021,11650,801,34950,11650,59051
"Ørestads Boulevard,2300 København",Apartment,2,False,False,True,True,False,False,True,False,76,6,,1 December 2021,11350,824,34050,11350,57574
"Færøgade,9000 Aalborg",Apartment,3,False,True,False,False,False,False,False,False,75,1,,1 October 2021,6998,625,20994,6998,35615
"Rantzausbakke,8700 Horsens",Apartment,4,False,True,True,True,True,False,True,True,100,2,,15 January 2022,10000,250,30000,0,40250
"Peder Nielsens Gade,9700 Brønderslev",Apartment,3,False,True,True,False,False,False,False,False,105,4,,As soon as possible,9361,1470,0,0,53251
"Væthvej,8870 Langå",Apartment,2,False,False,False,False,False,False,False,False,69,0,,As soon as possible,3995,1225,11985,3995,21200
"Artillerivej,2300 København",Apartment,4,False,False,False,False,False,False,False,False,123,5,,As soon as possible,16650,1285,49950,16650,84535
"Njalsgade,2300 København",Apartment,3,False,True,False,False,False,False,False,False,64,1,,15 October 2021,12995,700,38985,12995,65675
"Rugårdsvej,5000 Odense",Room,1,True,False,False,False,False,False,False,True,17,0,,As soon as possible,3605,325,10815,0,14745
"Væthvej,8870 Langå",Apartment,2,False,False,False,False,False,False,False,False,69,0,,1 December 2021,3954,900,11862,3954,20670
"Peder Rimmensgade,9850 Hirtshals",Apartment,3,False,False,False,False,False,False,False,False,90,0,,15 October 2021,5049,400,15147,0,20596
"Esbern Snares Gade,1725 København",Apartment,2,False,True,False,False,False,False,False,False,54,0,,15 October 2021,13500,0,40500,0,54000
"Gøhlmannsvej,6000 Kolding",Townhouse,4,False,True,False,False,False,False,False,True,106,0,,1 October 2021,8700,0,26100,8700,43500
"Tusindfryd,8600 Silkeborg",Townhouse,5,False,False,False,False,False,False,False,True,128,0,,1 December 2021,9895,0,29685,0,39580
"Tåsingegade,2100 København",Apartment,3,False,True,False,True,False,False,False,False,110,1,,As soon as possible,16000,1000,48000,16000,81000
"Vigerslev Allé,2500 København",Apartment,2,False,False,False,False,False,False,True,False,68,3,,14 December 2021,11500,1000,34500,0,47000
"Grejsdalsvej,7100 Vejle",Room,1,False,False,False,False,False,False,False,False,25,0,,As soon as possible,2900,400,8700,2899,14899
"Søtorvet,8600 Silkeborg",Apartment,4,False,True,True,True,True,False,True,True,159,5,,1 March 2022,18500,1788,55500,18500,94288
"Søtorvet,8600 Silkeborg",Apartment,4,False,True,True,True,True,False,True,True,163,5,,1 March 2022,18500,1833,55500,18500,94333
"Søtorvet,8600 Silkeborg",Apartment,3,False,True,True,True,True,False,True,True,112,3,,1 March 2022,11100,1260,33300,11100,56760
"Søtorvet,8600 Silkeborg",Apartment,3,False,True,True,True,True,False,True,True,112,4,,1 March 2022,11200,1260,33600,11200,57260
"Østervang,8840 Rødkærsbro",Apartment,3,False,True,True,False,False,False,False,False,92,1,,As soon as possible,5497,901,0,0,17898
"Søtorvet,8600 Silkeborg",Apartment,3,False,True,True,True,True,False,True,True,112,2,,1 March 2022,11000,1260,33000,11000,56260
"Østerled,8840 Rødkærsbro",Apartment,2,False,False,True,False,False,False,False,False,69,1,,As soon as possible,4118,1090,0,0,13833
"Søvej,8800 Viborg",Apartment,2,False,False,False,True,False,False,False,False,90,1,,As soon as possible,5726,670,0,0,21978
"Grøndalsvej,9500 Hobro",Apartment,6,False,False,False,False,False,False,False,True,120,1,,As soon as possible,5800,900,17400,0,24100
"Grøndalsvej,9500 Hobro",Apartment,3,False,False,False,False,False,False,False,True,65,0,,As soon as possible,4700,700,14100,0,19500
"Else Alfelts Vej,2300 København",Apartment,4,False,False,True,True,False,False,False,False,101,6,,As soon as possible,15100,1170,30200,15100,61570
"Robert Jacobsens Vej,2300 København",Apartment,3,False,False,True,True,False,False,True,False,97,4,,1 December 2021,13550,1051,40650,13550,68801
"Åglimt,7500 Holstebro",Apartment,3,False,True,False,False,False,False,False,False,108,1,,15 November 2021,7650,1100,22950,0,31700
"Blegbanken,7100 Vejle",Apartment,2,False,False,False,True,False,False,False,False,75,0,,1 December 2021,7500,750,22500,7500,38250
"Humlevej,8240 Aarhus",Room,1,False,False,False,False,False,False,False,False,13,0,,1 December 2021,3300,0,9900,0,13200
"Rådhusstrædet,3400 Hillerød",Apartment,2,False,False,True,True,True,False,False,True,69,0,,1 October 2021,10500,575,31500,10500,53075
"Worsaaesgade,7100 Vejle",Apartment,2,False,False,False,False,False,False,False,False,128,-1,,As soon as possible,6595,900,19785,6595,33875
"Otto Brandenburgs Gade,8000 Aarhus",Apartment,2,False,True,False,False,False,False,False,False,62,3,,15 October 2021,8800,500,26400,0,35700
"Vissingsgade,7100 Vejle",Apartment,2,False,False,False,False,False,False,False,False,71,1,,1 October 2021,6586,1130,19758,0,27474
"Digmannsvej,9400 Aalborg",Apartment,3,False,True,False,False,False,False,False,False,84,1,,1 December 2021,6995,300,20985,6995,35275
"Mazantigade,6000 Kolding",Room,1,False,False,False,False,False,False,False,False,28,3,,As soon as possible,2695,440,8085,2695,13915
"Ryttervænget,3520 Farum",Room,1,True,False,False,False,False,False,False,True,15,0,,As soon as possible,5000,500,10000,0,15500
"Løngangstræde,1468 København",Apartment,4,True,False,True,False,False,False,False,False,146,1,,As soon as possible,22000,0,66000,0,88000
"Engholms Allé,8240 Aarhus",Apartment,3,False,False,False,False,False,False,False,True,89,0,,As soon as possible,9801,0,29403,0,39204
"Kompagnistræde,8800 Viborg",Apartment,2,False,False,True,False,False,False,False,False,94,0,,As soon as possible,7261,269,0,0,42378
"Søvej,8800 Viborg",Apartment,2,False,False,False,True,False,False,False,False,110,2,,As soon as possible,6815,919,0,0,26778
"Hejsagervej,6100 Haderslev",House,3,False,False,True,False,False,False,False,True,135,0,,15 November 2021,5650,450,16950,5650,28700
"Revlingbakken,9000 Aalborg",Apartment,1,False,False,False,True,False,False,True,True,38,3,,As soon as possible,3975,465,11925,0,16365
"Vesterbro,5000 Odense",Apartment,3,False,True,False,True,False,False,True,False,91,4,,17 December 2021,9500,750,28500,28500,67250
"Bækmarken,5683 Haarby",Townhouse,3,False,False,False,False,False,False,False,True,80,0,,As soon as possible,5600,1200,16800,0,23600
"Skattergade,5700 Svendborg",Apartment,2,False,False,False,False,False,False,False,False,56,0,,1 December 2021,4700,800,14100,14100,33700
"Vinkelvej,7250 Hejnsvig",House,2,False,True,True,False,False,False,False,False,67,0,,As soon as possible,4260,0,0,0,14288
"Nyløkke,5600 Faaborg",House,5,False,False,False,False,False,False,False,False,225,0,,As soon as possible,8000,600,24000,0,32600
"Kattesund,8700 Horsens",Apartment,3,False,True,False,False,False,False,False,False,62,2,,1 December 2021,5600,600,16800,0,23000
"Rantzausbakke,8700 Horsens",Apartment,4,False,True,True,True,True,False,True,True,97,2,,1 December 2021,9600,250,28800,0,38650
"Thorsbjergvænget,6500 Vojens",Townhouse,3,False,False,False,False,False,False,False,False,107,0,,As soon as possible,5975,600,17925,0,24500
"Bohrsgade,1799 København",Apartment,3,False,False,True,True,False,False,False,True,163,29,,As soon as possible,24000,1400,72000,24000,121400
"Højtoftegade,8940 Randers",Apartment,2,False,False,False,False,False,False,True,True,72,2,,As soon as possible,4900,800,14700,9800,30200
"Stendraget,2640 Hedehusene",Apartment,3,False,True,True,True,False,False,True,True,87,3,,20 December 2021,11250,1000,33750,11250,57250
"Stendraget,2640 Hedehusene",Apartment,3,False,True,True,True,False,False,True,True,87,2,,20 December 2021,11150,1000,33450,11150,56750
"Pladehals Allé,2450 København",Room,1,False,False,False,True,False,False,True,True,10,4,,As soon as possible,5000,0,5000,0,10000
"Stendraget,2640 Hedehusene",Apartment,3,False,True,True,True,False,False,True,True,84,3,,20 December 2021,11350,1000,34050,11350,57750
"Stendraget,2640 Hedehusene",Apartment,3,False,True,True,True,False,False,True,True,86,3,,20 December 2021,11350,1000,34050,11350,57750
"Stendraget,2640 Hedehusene",Apartment,3,False,True,True,True,False,False,True,True,84,2,,20 December 2021,11250,1000,33750,11250,57250
"Stendraget,2640 Hedehusene",Apartment,3,False,True,True,True,False,False,True,True,86,2,,20 December 2021,11250,1000,33750,11250,57250
